run_label,run_id,condition,spec_name,spec_version,rep,metric,value,unit,duration_s,timestamp
main_001,main_001__internal_tool_cli__cursor_agent__rep00,cursor_agent,internal_tool_cli,1.0.0,0,complexity_mean,2.777778,cc,55.34,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep00,cursor_agent,internal_tool_cli,1.0.0,0,duplication_pct,3.269755,%,55.34,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep00,cursor_agent,internal_tool_cli,1.0.0,0,security_density,50.970874,per_kloc,55.34,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep09,cursor_agent,agent_education_system,1.0.0,9,hallucinations,1.0,count,86.873,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep09,cursor_agent,agent_education_system,1.0.0,9,correction_freq,0.0,per_kkey,86.873,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep09,cursor_agent,agent_education_system,1.0.0,9,complexity_mean,2.208333,cc,86.873,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep09,cursor_agent,agent_education_system,1.0.0,9,duplication_pct,5.432937,%,86.873,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep09,cursor_agent,agent_education_system,1.0.0,9,security_density,48.961424,per_kloc,86.873,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep04,cursor_agent,agent_education_system,1.0.0,4,hallucinations,2.0,count,90.286,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep04,cursor_agent,agent_education_system,1.0.0,4,correction_freq,0.0,per_kkey,90.286,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep04,cursor_agent,agent_education_system,1.0.0,4,complexity_mean,2.326531,cc,90.286,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep04,cursor_agent,agent_education_system,1.0.0,4,duplication_pct,5.555556,%,90.286,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep04,cursor_agent,agent_education_system,1.0.0,4,security_density,59.679767,per_kloc,90.286,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep08,cursor_agent,agent_education_system,1.0.0,8,hallucinations,0.0,count,63.176,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep08,cursor_agent,agent_education_system,1.0.0,8,correction_freq,0.0,per_kkey,63.176,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep08,cursor_agent,agent_education_system,1.0.0,8,complexity_mean,2.95,cc,63.176,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep08,cursor_agent,agent_education_system,1.0.0,8,duplication_pct,0.0,%,63.176,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep08,cursor_agent,agent_education_system,1.0.0,8,security_density,108.695652,per_kloc,63.176,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep09,cursor_agent,internal_tool_cli,1.0.0,9,hallucinations,0.0,count,79.157,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep09,cursor_agent,internal_tool_cli,1.0.0,9,correction_freq,0.0,per_kkey,79.157,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep09,cursor_agent,internal_tool_cli,1.0.0,9,complexity_mean,2.416667,cc,79.157,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep09,cursor_agent,internal_tool_cli,1.0.0,9,duplication_pct,0.0,%,79.157,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep09,cursor_agent,internal_tool_cli,1.0.0,9,security_density,0.0,per_kloc,79.157,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep05,cursor_agent,internal_tool_cli,1.0.0,5,hallucinations,0.0,count,81.816,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep05,cursor_agent,internal_tool_cli,1.0.0,5,correction_freq,0.0,per_kkey,81.816,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep05,cursor_agent,internal_tool_cli,1.0.0,5,complexity_mean,3.28,cc,81.816,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep05,cursor_agent,internal_tool_cli,1.0.0,5,duplication_pct,0.0,%,81.816,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep05,cursor_agent,internal_tool_cli,1.0.0,5,security_density,66.666667,per_kloc,81.816,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep02,claude_code,internal_tool_cli,1.0.0,2,hallucinations,0.0,count,55.388,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep02,claude_code,internal_tool_cli,1.0.0,2,correction_freq,0.0,per_kkey,55.388,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep02,claude_code,internal_tool_cli,1.0.0,2,complexity_mean,4.75,cc,55.388,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep02,claude_code,internal_tool_cli,1.0.0,2,duplication_pct,0.0,%,55.388,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep02,claude_code,internal_tool_cli,1.0.0,2,security_density,0.0,per_kloc,55.388,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep03,claude_code,internal_tool_cli,1.0.0,3,hallucinations,0.0,count,61.273,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep03,claude_code,internal_tool_cli,1.0.0,3,correction_freq,0.0,per_kkey,61.273,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep03,claude_code,internal_tool_cli,1.0.0,3,complexity_mean,3.461538,cc,61.273,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep03,claude_code,internal_tool_cli,1.0.0,3,duplication_pct,0.0,%,61.273,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep03,claude_code,internal_tool_cli,1.0.0,3,security_density,0.0,per_kloc,61.273,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep00,cursor_agent,data_pipeline,1.0.0,0,hallucinations,0.0,count,81.475,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep00,cursor_agent,data_pipeline,1.0.0,0,correction_freq,0.0,per_kkey,81.475,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep00,cursor_agent,data_pipeline,1.0.0,0,complexity_mean,3.138889,cc,81.475,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep00,cursor_agent,data_pipeline,1.0.0,0,duplication_pct,0.0,%,81.475,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep00,cursor_agent,data_pipeline,1.0.0,0,security_density,42.1875,per_kloc,81.475,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep04,claude_code,internal_tool_cli,1.0.0,4,hallucinations,0.0,count,44.986,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep04,claude_code,internal_tool_cli,1.0.0,4,correction_freq,0.0,per_kkey,44.986,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep04,claude_code,internal_tool_cli,1.0.0,4,complexity_mean,3.923077,cc,44.986,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep04,claude_code,internal_tool_cli,1.0.0,4,duplication_pct,0.0,%,44.986,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__claude_code__rep04,claude_code,internal_tool_cli,1.0.0,4,security_density,0.0,per_kloc,44.986,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__claude_code__rep06,claude_code,agent_education_system,1.0.0,6,hallucinations,0.0,count,79.008,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__claude_code__rep06,claude_code,agent_education_system,1.0.0,6,correction_freq,0.0,per_kkey,79.008,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__claude_code__rep06,claude_code,agent_education_system,1.0.0,6,complexity_mean,2.631579,cc,79.008,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__claude_code__rep06,claude_code,agent_education_system,1.0.0,6,duplication_pct,0.0,%,79.008,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__claude_code__rep06,claude_code,agent_education_system,1.0.0,6,security_density,99.502488,per_kloc,79.008,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep06,cursor_agent,internal_tool_cli,1.0.0,6,hallucinations,0.0,count,242.227,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep06,cursor_agent,internal_tool_cli,1.0.0,6,correction_freq,0.0,per_kkey,242.227,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep06,cursor_agent,internal_tool_cli,1.0.0,6,complexity_mean,4.352941,cc,242.227,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep06,cursor_agent,internal_tool_cli,1.0.0,6,duplication_pct,0.0,%,242.227,2026-05-31T12:27:27.106630+00:00
main_001,main_001__internal_tool_cli__cursor_agent__rep06,cursor_agent,internal_tool_cli,1.0.0,6,security_density,101.123596,per_kloc,242.227,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__claude_code__rep08,claude_code,data_pipeline,1.0.0,8,hallucinations,0.0,count,45.401,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__claude_code__rep08,claude_code,data_pipeline,1.0.0,8,correction_freq,0.0,per_kkey,45.401,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__claude_code__rep08,claude_code,data_pipeline,1.0.0,8,complexity_mean,3.571429,cc,45.401,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__claude_code__rep08,claude_code,data_pipeline,1.0.0,8,duplication_pct,0.0,%,45.401,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__claude_code__rep08,claude_code,data_pipeline,1.0.0,8,security_density,0.0,per_kloc,45.401,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep09,cursor_agent,data_pipeline,1.0.0,9,hallucinations,0.0,count,110.805,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep09,cursor_agent,data_pipeline,1.0.0,9,correction_freq,0.0,per_kkey,110.805,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep09,cursor_agent,data_pipeline,1.0.0,9,complexity_mean,2.78125,cc,110.805,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep09,cursor_agent,data_pipeline,1.0.0,9,duplication_pct,2.298851,%,110.805,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep09,cursor_agent,data_pipeline,1.0.0,9,security_density,29.411765,per_kloc,110.805,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep02,cursor_agent,data_pipeline,1.0.0,2,hallucinations,0.0,count,108.577,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep02,cursor_agent,data_pipeline,1.0.0,2,correction_freq,0.0,per_kkey,108.577,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep02,cursor_agent,data_pipeline,1.0.0,2,complexity_mean,2.75,cc,108.577,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep02,cursor_agent,data_pipeline,1.0.0,2,duplication_pct,2.251407,%,108.577,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep02,cursor_agent,data_pipeline,1.0.0,2,security_density,26.359143,per_kloc,108.577,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__claude_code__rep02,claude_code,agent_education_system,1.0.0,2,hallucinations,0.0,count,48.646,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__claude_code__rep02,claude_code,agent_education_system,1.0.0,2,correction_freq,0.0,per_kkey,48.646,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__claude_code__rep02,claude_code,agent_education_system,1.0.0,2,complexity_mean,2.785714,cc,48.646,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__claude_code__rep02,claude_code,agent_education_system,1.0.0,2,duplication_pct,0.0,%,48.646,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__claude_code__rep02,claude_code,agent_education_system,1.0.0,2,security_density,69.651741,per_kloc,48.646,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep06,cursor_agent,agent_education_system,1.0.0,6,hallucinations,0.0,count,53.918,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep06,cursor_agent,agent_education_system,1.0.0,6,correction_freq,0.0,per_kkey,53.918,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep06,cursor_agent,agent_education_system,1.0.0,6,complexity_mean,2.65,cc,53.918,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep06,cursor_agent,agent_education_system,1.0.0,6,duplication_pct,0.0,%,53.918,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep06,cursor_agent,agent_education_system,1.0.0,6,security_density,92.050209,per_kloc,53.918,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep06,cursor_agent,data_pipeline,1.0.0,6,hallucinations,0.0,count,97.706,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep06,cursor_agent,data_pipeline,1.0.0,6,correction_freq,0.0,per_kkey,97.706,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep06,cursor_agent,data_pipeline,1.0.0,6,complexity_mean,2.735294,cc,97.706,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep06,cursor_agent,data_pipeline,1.0.0,6,duplication_pct,2.772277,%,97.706,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__cursor_agent__rep06,cursor_agent,data_pipeline,1.0.0,6,security_density,33.444816,per_kloc,97.706,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep07,cursor_agent,agent_education_system,1.0.0,7,hallucinations,0.0,count,91.873,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep07,cursor_agent,agent_education_system,1.0.0,7,correction_freq,0.0,per_kkey,91.873,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep07,cursor_agent,agent_education_system,1.0.0,7,complexity_mean,1.947368,cc,91.873,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep07,cursor_agent,agent_education_system,1.0.0,7,duplication_pct,0.0,%,91.873,2026-05-31T12:27:27.106630+00:00
main_001,main_001__agent_education_system__cursor_agent__rep07,cursor_agent,agent_education_system,1.0.0,7,security_density,57.835821,per_kloc,91.873,2026-05-31T12:27:27.106630+00:00
main_001,main_001__data_pipeline__claude_code__rep00,claude_code,data_pipeline,1.0.0,0,hallucinations,0.0,count,56.444,2026-05-31T12:27:27.106630+00:00
